-0.5553284287,-0.5755548186,-0.3131532349,0.0239798612,-0.6451167574,-0.1155014104
0.6917664409,0.1158487054,-0.2382796065,-0.0811510651,0.1141633433,0.4640794094
-0.9804676771,-0.5501624982,-0.957805482,-0.0129701038,-0.6492148502,-0.9460818627
1.0679477453,0.4331213998,0.4254259693,0.1074604005,0.3455809011,0.8216330562
0.6823061109,0.4627560254,-0.1276800974,0.5326046343,0.7491332066,0.4296347819
-1.2579209805,-0.3252610393,0.070027329,0.1447773967,-0.1278948101,-0.6585220197
-1.0826972723,-1.5695892409,-0.9236306628,-0.2947598684,-1.6974680986,-0.4808690277
-0.8389636278,0.0551566368,0.0760031579,0.0257286439,0.1869269897,-0.4713837992
-0.4472621083,-0.1301447474,-0.4913382327,0.1094596099,-0.2111992545,-0.4505665711
1.7163852453,0.2371978946,1.0126195591,-0.0998953407,0.4232247539,1.2075231874
0.6725032926,0.2664217068,0.0582293052,0.2071907725,0.2341372882,0.340614514
0.3725364208,0.0586033916,0.9702606398,0.1427547612,0.0208339394,0.0877637761
0.9458183646,0.4982828705,0.3644389213,0.4064574154,0.4966626154,0.2278392288
1.2858175039,0.9608215608,0.623087342,0.4823470657,1.2017503477,0.917023452
0.0763468668,0.1379778075,0.3749714188,0.1331180565,0.17156035,-0.2273044345
1.1024363041,0.1584060712,0.492272604,0.1832315989,0.0490687983,0.4524420476
-1.5004891157,0.2415420756,0.0705226123,0.2273842695,0.3326637332,0.357532767
-0.0990336388,-0.9165221934,-1.1953950616,-0.3408684651,-0.9230123878,-0.3091913207
-0.341460824,-0.0457291981,-0.2947392118,0.0059827818,0.0367799413,0.2823140731
0.8007085323,-0.2693566517,1.4709362541,-0.3450985177,-0.2407086734,0.9300187472
1.3852049112,0.4957938004,0.7153056026,0.0574479427,0.4535652577,0.4109336766
-0.885735929,-0.6101021178,0.0286749286,-0.2231512511,-0.5522765706,0.5275228466
0.1982864439,1.2368258839,0.2943901626,0.308795007,1.2396962853,0.5200107564
-0.723225832,-0.1167569355,0.5449083816,-0.0599344981,0.067731734,-0.2874701464
-0.4814501107,-0.6300147356,0.5556628568,-0.1579797718,-0.5680898199,0.3568186569
0.7884034514,0.4031527305,-0.0954940386,0.0084393247,0.1545938675,-0.0159980078
-0.6001483798,0.0140282275,0.0625439669,0.0212755847,0.1378014235,0.4158571403
0.5306686759,0.1307186374,-0.3592615382,0.0806080351,0.173530706,-0.1406216716
0.7121486664,0.638785257,-0.5305131402,0.2239480354,0.5944505269,0.7395527406
-0.3569159508,0.0959484287,0.1549599167,0.3471724267,0.2038033225,-0.0059693093
-2.7226998806,-0.7289019908,-1.1753764102,0.0235325727,-0.9701534207,-0.1439638816
-1.1899122,-0.1992949201,0.2630086918,0.1334410383,-0.3852641083,0
1.0735168457,1.2762418718,0.3281936645,0.3754131671,0.9969014559,0.2197502771
-0.9618856311,0.040943845,-0.5697533355,-0.0045440217,-0.1619804806,-0.6118820539
0.2459939569,0.2333976638,0.468529038,0.2444242372,0.3075664168,0.1113368695
1.312738657,0.1865044801,1.1319156333,-0.1511186698,-0.0065915133,-0.0040736488
0.5863925219,0.6278063825,-0.3047737889,0.0504757427,0.7078954719,-0.0093528764
0.3076543808,-0.363625847,-1.299079874,-0.3398159563,-0.4094275389,-0.0952008029
0.2267984003,0.0736045897,0.0943364697,-0.142528122,0.0803325567,0.0198929382
